title,partner,rating,reviews,description,course_link,enrollment,skills
The Foundations of Cybersecurity,Kennesaw State University,4.8,661 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/foundations-cybersecurity,26914.0,
Health After Cancer: Cancer Survivorship for Primary Care,Stanford University,4.8,102 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/health-after-cancer-cancer-survivorship-for-primary-care,3654.0,
User Interface Design and Prototyping,Microsoft,4.6,21 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/user-interface-design-and-prototyping,1616.0,
Inferential Statistical Analysis with Python,University of Michigan,4.6,910 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/inferential-statistical-analysis-python,45392.0,
Anatomy & Physiology: Support & Movement,Rice University,4.9,19 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/anatomy--physiology-support--movement,2292.0,
Embedded Systems using C,EDUCBA,3.8,32 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/embedded-systems-using-c,1985.0,
"AI-Enhanced Copywriting: SurferSEO, Upword and Anyword",Coursera Instructor Network,3.9,25 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-enhanced-copywriting-surferseo-upword-and-anyword,4178.0,
Introduction to Translational Science,University of Rochester,4.6,119 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/intro-translational-science,9110.0,
Unordered Data Structures,University of Illinois Urbana-Champaign,4.7,545 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cs-fundamentals-3,18811.0,
Mediation and Conflict Resolution,ESSEC Business School,4.8,612 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/conflict-resolution-mediation,30104.0,
"Defining Diversity, Equity and Inclusion in Organizations",Rice University,4.8,185 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/defining-diversity-equity-and-inclusion-in-organizations,8112.0,
Material Behavior,Georgia Institute of Technology,4.8,1.3K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/material-behavior,43063.0,
Participatory Approaches in Public Health,Imperial College London,4.5,33 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/participatory-approaches-public-health,1844.0,"Category: Public ParticipationPublic Participation, Category: Participatory Action ResearchParticipatory Action Research, Category: Public HealthPublic Health, Category: Community HealthCommunity Health, Category: CollaborationCollaboration, Category: patientpatient, Category: Health ResearchHealth Research"
"Corrección, estilo y variaciones de la lengua española",Universitat Autònoma de Barcelona,4.7,1.5K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/correccion-estilo-variaciones,123108.0,
Creating New BigQuery Datasets and Visualizing Insights,Google Cloud,4.6,1.7K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/gcp-creating-bigquery-datasets-visualizing-insights,26450.0,
Visualización de Datos - Gestión Empresarial,Tecnológico de Monterrey,4.8,6 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/visualizacion-de-datos-impacto-en-la-gestion-empresarial,,
"Programming Languages, Part C",University of Washington,4.9,458 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/programming-languages-part-c,41934.0,
Generative AI: Elevate your Business Intelligence Career,SkillUp EdTech,4.8,8 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai-elevate-your-business-intelligence-career,,
Auditing II: The Practice of Auditing,University of Illinois Urbana-Champaign,4.8,247 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/auditing-part2-the-practice,23101.0,
Gérer les risques et les modifications d’un projet,"University of California, Irvine",4.7,35 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/project-risk-management-fr,2201.0,
Create your e-commerce store with Shopify,Coursera Project Network,4.5,504 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/create-your-ecommerce-store-with-shopify,47822.0,
Coberturas de riesgo con futuros y opciones para agrobusiness,Universidad Austral,4.6,111 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/coberturas-de-riesgo,9599.0,
International Entertainment and Sports Marketing,Yonsei University,4.7,464 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/international-entertainment-sports-marketing,17609.0,
Fundamentals of Kubernetes Deployment,LearnQuest,4.3,317 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/kubernetes-deployment,19133.0,
Anti-Racism I,University of Colorado Boulder,4.6,268 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/antiracism-1,27212.0,
FinTech and the Transformation in Financial Services,Copenhagen Business School,4.3,1.2K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/fintech-transformation-financial-services,32191.0,
Web Application Technologies and Django,University of Michigan,4.7,1.9K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/django-database-web-apps,104547.0,
Urgent Optimism: How to Turn Foresight into Action,Institute for the Future,4.8,255 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/urgent-optimism,12620.0,
Brief Overview of ITIL V4 Management and Practices,EDUCBA,4.5,35 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/brief-overview-of-itilv4-management-and-practices,,
Text Retrieval and Search Engines,University of Illinois Urbana-Champaign,4.5,953 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/text-retrieval,59154.0,
Introduction to Python for Cybersecurity,Infosec,4.4,344 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/pythonforcybersecurity-introduction,26494.0,
El Músico Moderno,Berklee,4.8,780 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/musico-moderno,6367.0,
The Raspberry Pi Platform and Python Programming for the Raspberry Pi,"University of California, Irvine",4.7,2.7K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/raspberry-pi-platform,126247.0,
Improving your statistical inferences,Eindhoven University of Technology,4.9,788 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/statistical-inferences,75537.0,
Linear Algebra: Orthogonality and Diagonalization,Johns Hopkins University,4.9,27 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/orthogonality-and-diagonalization,1560.0,
Effective Stakeholder Engagement: A Strategic Approach,Coursera Instructor Network,4.8,9 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/effective-stakeholder-engagement-a-strategic-approach,,
Ethics in Public Policy,O.P. Jindal Global University,4.1,11 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/ethics-in-public-policy,1923.0,
International B2B (Business to Business) Marketing,Yonsei University,4.6,570 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/b2b-marketing,31517.0,
"Project Approaches, Lifecycles, and Agile Implementation",LearnKartS,4.4,12 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/pmi-pmp-certification-project-approaches-lifecycles-and-agile-implementation,,
Managing the Organization,University of Illinois Urbana-Champaign,4.7,1.4K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/managing-organization,51086.0,
Periodismo digital y combate a las fake news,Universidad Nacional Autónoma de México,4.9,644 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/periodismo-digital,27019.0,
The Cosmopolitan Medieval Arabic World,Universiteit Leiden,4.8,408 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/medieval-arabia,23721.0,
Cloud Computing Law: Transactions,Queen Mary University of London,4.9,84 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cloud-computing-law-transactions,3580.0,
Digitale Transformation,BCG,4.8,10 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/bcg-uva-darden-digital-transformation-de,1701.0,
Data Science in Health Technology Assessment,Genentech,4.8,12 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/health-economics-and-hta,,
Advanced Business Analysis: Elicitation & Analysis,Starweaver,4.8,42 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/advanced-business-analysis-elicitation-analysis,3028.0,
Introduction to C++ Programming and Unreal,University of Colorado System,4.6,168 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introductionprogrammingunreal,19879.0,
Bring Your Story to Life – Video Post-Production,University of Colorado Boulder,4.7,30 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/bringing-your-story-to-life,6462.0,
Game Development and Prototyping,Epic Games,,,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/game-development-and-prototyping,,
"Client Intake, Assessments, Skill Analysis and Planning",Goodwill Industries International,4.6,52 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/client-intake-assessments-skill-analysis-and-planning,4702.0,
Chemical Hazards: Toxicology & Reactivity,"University of California, Davis",4.8,23 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/chemical-hazards-toxicology-and-reactivity,1631.0,
Art & Ideas: Teaching with Themes,The Museum of Modern Art,4.8,477 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/ideas,54762.0,
RESTful Microservices Using Node.js and Express,NIIT,3.7,112 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/restful-microservices-using-node-js-and-express,5182.0,"Category: Node.JsNode.Js, Category: JavaScript with ES6 SpecificationJavaScript with ES6 Specification, Category: MochaMocha, Category: ChaiChai, Category: Back-end Web DevelopmentBack-end Web Development, Category: Asynchronous Communication - RabbitMQ Message BusAsynchronous Communication - RabbitMQ Message Bus, Category: MicroservicesMicroservices, Category: Synchronous Communication Request-Response ModelSynchronous Communication Request-Response Model, Category: Microservice CommunicationMicroservice Communication, Category: Vanilla JSVanilla JS, Category: Express JSExpress JS, Category: SwaggerSwagger, Category: Express RouterExpress Router, Category: Representational State Transfer (REST)Representational State Transfer (REST), Category: MongodbMongodb, Category: MySQL DatabaseMySQL Database"
Ciencia de datos,Universidad de los Andes,4.7,476 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/ciencia-de-datos,4874.0,"Category: ExploraciÃ³n de oportunidades analÃ­ticas de negocio y la metodologÃ­a a implementar en este tipo de proyectosExploraciÃ³n de oportunidades analÃ­ticas de negocio y la metodologÃ­a a implementar en este tipo de proyectos, Category: validar las primeras hipÃ³tesis de negocio a travÃ©s del uso de estadÃ­stica descriptiva y exploratoria; estadÃ­stica bivariada y ANOVAvalidar las primeras hipÃ³tesis de negocio a travÃ©s del uso de estadÃ­stica descriptiva y exploratoria; estadÃ­stica bivariada y ANOVA, Category: identificar los aspectos fundamentales de los proyectos de ciencia de datosidentificar los aspectos fundamentales de los proyectos de ciencia de datos, Category: manejo de librerÃ­as basadas en python para el aprendizaje automÃ¡tico en el ambiente Jupyter Notebookmanejo de librerÃ­as basadas en python para el aprendizaje automÃ¡tico en el ambiente Jupyter Notebook, Category: Desarrollo de modelos de regresiÃ³n y clasificaciÃ³n para el anÃ¡lisis de informaciÃ³nDesarrollo de modelos de regresiÃ³n y clasificaciÃ³n para el anÃ¡lisis de informaciÃ³n, Category: empleo de una metodologÃ­a para el desarrollo de proyectos basados en datosempleo de una metodologÃ­a para el desarrollo de proyectos basados en datos, Category: Identificar y solucionar problemas en los datos relacionados con su calidadIdentificar y solucionar problemas en los datos relacionados con su calidad, Category: Aplicar tÃ©cnicas para explorar transformar e integrar fuentes de datos estructuradas y no estructuradasAplicar tÃ©cnicas para explorar transformar e integrar fuentes de datos estructuradas y no estructuradas, Category: Utilizar herramientas y lenguajes empleados por profesionales en el manejo de datos como los cientÃ­ficos de datosUtilizar herramientas y lenguajes empleados por profesionales en el manejo de datos como los cientÃ­ficos de datos"
Gender Analytics for Innovation,University of Toronto,4.8,293 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/gender-analytics-innovation,8843.0,
Story and Narrative Development for Video Games,California Institute of the Arts,4.7,1.2K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/video-game-story,46986.0,
